OID_,vh_raw,vv_raw,S1_pixel_ID,class_assignment
776,0.0791257,0.3439216,1140,
777,0.0453534,0.1351233,1547,smooth
778,0.0193224,0.1121236,1510,smooth
779,0.0606535,0.1001220,397,NC
780,0.1319775,0.2476273,46,
781,0.1280612,0.4740620,1795,
782,0.0830980,0.4283804,590,
783,0.0164550,0.1456863,1888,smooth
784,0.0215067,0.1443626,1540,smooth
785,0.0433779,0.0870127,334,NC
786,0.0963546,0.2191613,78,
787,0.0754243,0.4140622,408,
788,0.0504047,0.4241608,726,
789,0.0121811,0.1430591,210,NC
790,0.0162164,0.1385409,654,NC
791,0.0169094,0.0955506,1233,smooth
792,0.0336092,0.1242438,1915,NC
793,0.0239485,0.1744993,126,NC
794,0.0178303,0.1925754,380,
795,0.0135902,0.0571191,463,water
796,0.0085622,0.0451921,468,NC
797,0.0057922,0.0533244,1882,NC
798,0.0068251,0.0707951,161,NC
799,0.0101953,0.0847668,1807,NC
800,0.0201324,0.0978087,1638,NC
801,0.0299444,0.0750578,562,NC
802,0.0150032,0.0707711,537,water
803,0.0077867,0.0469561,1486,water
804,0.0055593,0.0452283,1645,NC
805,0.0121530,0.0683331,1292,
806,0.0292917,0.1039397,1005,NC
807,0.0293656,0.2233401,456,
808,0.0188799,0.1501974,1650,NC
809,0.0266832,0.0803879,466,smooth
810,0.0211990,0.0392567,1461,NC
811,0.0103412,0.0377997,94,
812,0.0072839,0.0441316,1089,
813,0.0460506,0.2603240,714,
814,0.0329177,0.2339351,1382,
815,0.0329809,0.1536777,544,NC
816,0.0211731,0.0645438,1835,NC
817,0.0082621,0.0317488,1946,
818,0.0116101,0.0407876,885,
819,0.0598247,0.2418256,1168,
820,0.0550361,0.2711827,1229,
821,0.0340513,0.2086132,514,NC
822,0.0163971,0.0934397,771,NC
823,0.0079861,0.0391642,1725,
824,0.0152133,0.0491913,648,
825,0.0497179,0.1487268,1698,
826,0.0580707,0.2161583,1823,
827,0.0293632,0.2252960,1572,smooth
828,0.0105252,0.0819316,737,
829,0.0081455,0.0299502,707,
830,0.0110795,0.0377873,637,
831,0.0400328,0.1312769,298,smooth
832,0.0439443,0.1750267,157,NC
833,0.0254855,0.1902110,772,NC
834,0.0098291,0.0891920,1478,NC
835,0.0079013,0.0474665,132,NC
836,0.0065039,0.0492465,507,
837,0.0381231,0.1368652,68,NC
838,0.0288449,0.1568792,564,smooth
839,0.0158046,0.1618209,1844,smooth
840,0.0086237,0.1267481,1496,smooth
841,0.0065834,0.1118713,9,NC
842,0.0052437,0.0907797,503,
843,0.0043208,0.1112189,1317,
844,0.0158657,0.0759025,429,
845,0.0105388,0.0926685,1623,NC
846,0.0208469,0.0803397,1336,
847,0.0137608,0.0694312,1381,smooth
848,0.0084149,0.0720810,1409,smooth
849,0.0167562,0.1235515,955,smooth
850,0.0613054,0.2097701,186,NC
851,0.0141101,0.0666741,732,
852,0.0087493,0.0455386,664,smooth
853,0.0109976,0.0758458,832,smooth
854,0.0154494,0.1029601,1323,smooth
855,0.0319416,0.1404102,1001,NC
856,0.0076446,0.0405112,462,NC
857,0.0072374,0.0333895,528,smooth
858,0.0098754,0.0797251,1745,smooth
859,0.0172581,0.1019898,978,smooth
860,0.0128237,0.0745600,1458,smooth
861,0.0054834,0.0542260,1490,
862,0.0074122,0.0543550,1024,NC
863,0.0099345,0.0689094,1945,smooth
864,0.0125815,0.0696945,1465,smooth
865,0.0076934,0.0503062,1427,smooth
866,0.0576509,0.3054523,1579,
867,0.0216094,0.2132398,888,NC
868,0.0070895,0.0949778,1532,smooth
869,0.0224052,0.1876080,1402,
870,0.3721001,0.3345479,1008,rough
871,0.2987960,0.3692256,1090,rough
872,0.2770530,0.4612516,1766,rough
873,0.2529004,0.4645382,1476,rough
874,0.1774326,0.4231840,1616,rough
875,0.1114728,0.2499023,1339,rough
876,0.1891693,0.2980625,396,rough
877,0.1917986,0.3394099,1885,rough
878,0.2298866,0.4509214,164,rough
879,0.1765573,0.4604478,230,rough
880,0.1226281,0.2755499,1429,rough
881,0.0735568,0.3086070,541,NC
882,0.1306912,0.2803954,390,NC
883,0.1047344,0.2681316,935,NC
884,0.0695381,0.2124965,299,NC
885,0.0490347,0.1555192,1690,
886,0.0337055,0.1547189,1207,
887,0.0175636,0.1950515,627,
888,0.0154227,0.1302406,628,
889,0.0154320,0.1631538,933,
890,0.0581002,0.1458908,1582,rough
891,0.0267406,0.1642195,1607,NC
892,0.0166259,0.1263382,938,water
893,0.0104011,0.0519992,1252,water
894,0.0118973,0.0455357,432,water
895,0.0175475,0.0762464,1663,NC
896,0.0742439,0.2046096,452,rough
897,0.0347331,0.2263591,1059,rough
898,0.0243518,0.2174812,1809,NC
899,0.0158722,0.0861780,1828,
900,0.0172734,0.0882509,1398,NC
901,0.0081225,0.1220723,1080,NC
902,0.0501455,0.2866551,1685,rough
903,0.0368212,0.2377335,1509,rough
904,0.0363965,0.2080739,586,NC
905,0.0323157,0.1598162,1109,NC
906,0.0413640,0.1740152,920,NC
907,0.0282403,0.2158616,420,rough
908,0.0201965,0.2306497,1152,
909,0.0356856,0.1611463,1467,
910,0.0446641,0.1745581,897,NC
911,0.0537402,0.2287046,807,rough
912,0.0739500,0.2206427,1274,rough
913,0.0646231,0.2290188,639,NC
914,0.0186398,0.1663489,1906,
915,0.0264021,0.1199527,108,
916,0.0360832,0.1494386,1726,
917,0.0440611,0.2109538,485,NC
918,0.0638616,0.1787663,1497,NC
919,0.0732424,0.1749402,341,
920,0.0222138,0.1455292,1530,NC
921,0.0182033,0.1650572,1167,NC
922,0.0140943,0.1766878,1049,NC
923,0.0094160,0.1525335,1781,NC
924,0.0067506,0.1407974,671,
925,0.0042060,0.1075194,944,
926,0.0171877,0.2023444,149,NC
927,0.0233396,0.2550072,1845,NC
928,0.0208945,0.2440731,26,NC
929,0.0133214,0.1982604,679,rough
930,0.0039278,0.0994019,1944,NC
931,0.0056063,0.0650207,371,NC
932,0.0314389,0.2993897,1870,rough
933,0.0362126,0.3759302,1017,rough
934,0.0151205,0.2649294,1022,NC
935,0.0060084,0.2245571,694,NC
936,0.0054816,0.0787297,1668,NC
937,0.0151291,0.0257450,763,NC
938,0.0614023,0.3387730,1347,rough
939,0.0644831,0.3707876,96,rough
940,0.0301962,0.2221037,813,NC
941,0.0085271,0.1609762,405,
942,0.0092163,0.1132347,1853,NC
943,0.0112714,0.0699106,391,NC
944,0.0857542,0.2645956,1477,NC
945,0.1012890,0.3144935,1924,rough
946,0.0687911,0.2142505,1343,rough
947,0.0233431,0.1464762,321,NC
948,0.0079679,0.1814490,602,
949,0.0065700,0.1749976,80,
950,0.0057526,0.0694248,1363,
951,0.0083531,0.0668997,318,NC
952,0.0088777,0.0669787,1718,smooth
953,0.0101831,0.0612634,1266,smooth
954,0.0068554,0.0393565,1880,smooth
955,0.0090004,0.0390348,905,NC
956,0.0090139,0.0421312,1655,
957,0.0047885,0.0615878,1170,NC
958,0.0099197,0.0724909,735,smooth
959,0.0081442,0.0423772,981,smooth
960,0.0113191,0.0149715,696,rough
961,0.0084778,0.0286024,494,rough
962,0.0036058,0.0352727,660,NC
963,0.0077213,0.0427518,1050,smooth
964,0.0070435,0.0406955,1640,smooth
965,0.0073904,0.0477698,1366,NC
966,0.0052613,0.0362849,1401,rough
967,0.0062335,0.0287205,1887,smooth
968,0.0084763,0.0256509,114,smooth
969,0.0066148,0.0431645,966,smooth
970,0.0057018,0.1069727,182,NC
971,0.0052151,0.0426056,1307,NC
972,0.0067576,0.0235688,802,NC
973,0.0107052,0.0245863,198,smooth
974,0.0105079,0.0518535,505,smooth
975,0.0068174,0.0338380,1,smooth
976,0.0169083,0.0853840,206,NC
977,0.0337805,0.3504089,1942,
978,0.0074266,0.0205161,1365,smooth
979,0.0087369,0.0467999,729,smooth
980,0.0087292,0.2191604,1904,NC
981,0.0079912,0.0300126,918,smooth
982,0.0049896,0.0241870,1145,smooth
983,0.0019665,0.0454600,614,NC
984,0.0071793,0.1447064,1708,
985,0.0078508,0.0532474,689,smooth
986,0.0085090,0.0346494,1487,smooth
987,0.0033964,0.0406391,693,smooth
988,0.0053166,0.0584027,1611,NC
989,0.0081388,0.0718777,50,smooth
990,0.0096080,0.0518468,1225,smooth
991,0.0114439,0.0402749,700,smooth
992,0.0086825,0.0518369,1070,NC
993,0.0160945,0.0690735,1182,
994,0.0278876,0.1246210,1534,
995,0.0257759,0.1821118,716,
996,0.0209235,0.1195735,303,
997,0.0233535,0.0968594,483,
998,0.0204793,0.1422894,798,NC
999,0.0262357,0.1563478,192,rough
1000,0.0518061,0.1505323,220,NC
1001,0.0241557,0.2294867,1254,
1002,0.0291089,0.1360113,890,
1003,0.0267849,0.0747936,323,
1004,0.0211839,0.1510433,1395,
1005,0.0152775,0.1625144,778,NC
1006,0.0216941,0.1255415,228,NC
1007,0.0579915,0.2305345,1438,
1008,0.0555043,0.1328662,625,
1009,0.0401883,0.1888686,1112,
1010,0.0120227,0.1190140,417,
1011,0.0088370,0.1037035,1379,
1012,0.0833103,0.1532086,649,
1013,0.0636898,0.1460304,1417,
1014,0.0211641,0.0965915,336,
1015,0.0112526,0.0767728,815,
1016,0.0616319,0.1242394,1263,
1017,0.0300628,0.1131726,101,
1018,0.0248223,0.0674611,389,
1019,0.0414468,0.1266735,426,
1020,0.0349091,0.0680366,604,
1021,0.0710404,0.1937045,1405,NC
1022,0.0864368,0.3874217,1932,rough
1023,0.0630856,0.3655447,1097,rough
1024,0.0244950,0.1940148,1421,NC
1025,0.0123067,0.1952084,1420,
1026,0.0121507,0.2139032,1261,
1027,0.0369409,0.1905879,360,NC
1028,0.0376177,0.4793826,504,NC
1029,0.0389562,0.5682117,343,rough
1030,0.0263628,0.2008225,560,NC
1031,0.0146224,0.1495038,234,
1032,0.0222889,0.2362234,898,
1033,0.0187481,0.1774265,289,
1034,0.0218502,0.3265369,1934,
1035,0.0283596,0.3741128,1656,
1036,0.0249617,0.2221116,1357,
1037,0.0152196,0.2134590,820,
1038,0.0327870,0.3306170,1784,
1039,0.0154428,0.1003758,698,
1040,0.0126305,0.1315513,695,
1041,0.0171730,0.1548610,1235,
1042,0.0229949,0.1855444,1121,
1043,0.0219397,0.2227879,702,
1044,0.0357557,0.3159563,1796,
1045,0.0202833,0.0613662,1360,
1046,0.0083383,0.0961642,1756,
1047,0.0167297,0.1200526,1407,
1048,0.0259128,0.1048588,235,
1049,0.0203831,0.1081640,629,
1050,0.0302401,0.1801680,1249,
1051,0.0264740,0.0691252,1831,
1052,0.0154816,0.1114860,130,
1053,0.0138997,0.0969959,1434,
1054,0.0160129,0.0699312,1172,
1055,0.0112211,0.0486309,240,
1056,0.0247426,0.1152855,1389,
1057,0.0153482,0.1569814,722,
1058,0.0114722,0.0767790,1894,NC
1059,0.0066920,0.0374935,422,NC
1060,0.0091114,0.0323911,793,smooth
1061,0.0124794,0.0509787,1767,smooth
1062,0.0355143,0.2258819,754,
1063,0.0282405,0.1327713,769,
1064,0.0133305,0.0605323,783,NC
1065,0.0082497,0.0302520,1883,NC
1066,0.0084513,0.0313267,1759,smooth
1067,0.0485730,0.3044088,179,
1068,0.0342417,0.1491302,1821,
1069,0.0103257,0.0639757,447,
1070,0.0086918,0.0669130,1824,water
1071,0.0064461,0.0345564,76,NC
1072,0.0422642,0.2947951,1197,
1073,0.0237405,0.1846238,221,
1074,0.0113683,0.1706703,739,
1075,0.0113010,0.1728102,1153,NC
1076,0.0102605,0.0996146,570,water
1077,0.0356364,0.2110963,1061,
1078,0.0280760,0.2240655,1373,
1079,0.0173651,0.2293416,797,
1080,0.0121911,0.2147050,66,
1081,0.0125385,0.1564957,1154,NC
1082,0.0343683,0.1784749,1714,
1083,0.0316996,0.1698374,1251,
1084,0.0191546,0.1465017,937,
1085,0.0145024,0.1426640,519,
1086,0.0172360,0.1310293,329,
1087,0.0103617,0.0696442,1436,smooth
1088,0.0104816,0.0586894,276,smooth
1089,0.0111358,0.0386810,1278,smooth
1090,0.0111327,0.0485736,1125,smooth
1091,0.0301186,0.0816507,1354,
1092,0.0063371,0.0376018,745,NC
1093,0.0077387,0.0310972,723,NC
1094,0.0087497,0.0191259,272,smooth
1095,0.0092100,0.0353589,271,smooth
1096,0.0328592,0.0634383,1659,
1097,0.0048375,0.0135944,1929,
1098,0.0059952,0.0163887,1482,
1099,0.0057474,0.0213487,796,
1100,0.0060657,0.0239758,566,NC
1101,0.0190052,0.0423037,1502,NC
1102,0.0512270,0.0708840,265,rough
1103,0.0097840,0.0375169,423,NC
1104,0.0084153,0.0216766,810,
1105,0.0062551,0.0345453,1761,
1106,0.0068228,0.0316498,1298,
1107,0.0091555,0.0490221,526,NC
1108,0.0205851,0.0872109,759,NC
1109,0.0101054,0.0742364,618,water
1110,0.0069013,0.0264212,1697,NC
1111,0.0069592,0.0220260,1445,
1112,0.0075719,0.0283143,603,
1113,0.0057656,0.0368721,1500,
1114,0.0056787,0.0516366,1863,
1115,0.0121495,0.0887433,1941,NC
1116,0.0060353,0.0441456,1048,water
1117,0.0049870,0.0201914,960,
1118,0.0057680,0.0240651,1603,
1119,0.0037910,0.0235582,232,
1120,0.0024794,0.0323876,1679,
1121,0.0958556,0.1826380,1165,
1122,0.0576873,0.0752540,1202,
1123,0.0323006,0.0617995,448,
1124,0.0225478,0.0719235,957,
1125,0.0093530,0.0513326,727,
1126,0.0095608,0.0646346,1260,
1127,0.0119673,0.0619276,1595,
1128,0.0071974,0.0538186,1891,
1129,0.0301109,0.0775590,1301,
1130,0.0309156,0.1345189,1431,
1131,0.0363883,0.0890856,54,
1132,0.0429758,0.1333585,25,
1133,0.0322779,0.0895978,680,
1134,0.0207829,0.0762664,1896,
1135,0.0116980,0.0604610,442,
1136,0.0181766,0.1074797,375,
1137,0.0427542,0.1169874,1480,
1138,0.0605168,0.1395298,173,
1139,0.0582030,0.0956913,1711,
1140,0.0337538,0.0696203,1245,
1141,0.0165768,0.0702969,1139,
1142,0.0110288,0.0836396,521,
1143,0.0300380,0.1610929,449,
1144,0.0436201,0.1251538,830,
1145,0.0525229,0.1200331,1842,
1146,0.0333044,0.1061223,542,
1147,0.0172392,0.0877166,878,
1148,0.0114757,0.0811049,577,
1149,0.0318892,0.1374845,1341,
1150,0.0341801,0.1839228,1752,
1151,0.0204179,0.1865978,867,
1152,0.0134689,0.1222953,156,
1153,0.0118295,0.0886128,1832,
1154,0.0339851,0.2131093,139,
1155,0.0240347,0.2767728,1780,
1156,0.0129823,0.2266998,1792,
1157,0.0108840,0.1486395,1131,
1158,0.0092052,0.1264702,553,
1159,0.0201813,0.2429096,297,
1160,0.0103590,0.1928212,561,
1161,0.0101292,0.1495949,446,
1162,0.0063009,0.1443791,688,
1163,0.0259179,0.1684521,1590,
1164,0.0196279,0.0943016,1110,
1165,0.0187767,0.0676975,330,
1166,0.0150301,0.0595607,1179,
1167,0.0170266,0.0732390,1376,
1168,0.0115931,0.1043895,385,
1169,0.0101146,0.0704454,666,
1170,0.0140031,0.0565105,1631,
1171,0.0101336,0.0476530,1847,
1172,0.0072726,0.0495630,667,
1173,0.0105394,0.0679421,1855,
1174,0.0115379,0.0477059,106,
1175,0.0109730,0.0599126,868,
1176,0.0070545,0.0614097,480,
1177,0.0092616,0.0530458,699,
1178,0.0187251,0.0826479,93,
1179,0.0229269,0.0783215,706,
1180,0.0146710,0.0856962,886,
1181,0.0070538,0.0829630,1277,
1182,0.0109411,0.0660027,645,
1183,0.0182690,0.1358864,558,
1184,0.0284736,0.1358751,1750,
1185,0.0181782,0.1278076,1743,
1186,0.0097750,0.1319480,1253,
1187,0.0063078,0.0958386,4,
1188,0.0090285,0.1045669,1574,
1189,0.0207568,0.1031814,115,
1190,0.0237232,0.1331193,708,
1191,0.0198695,0.1483845,72,
1192,0.0089833,0.0850782,1940,
1193,0.0128710,0.0626321,1055,
1194,0.0087323,0.0518671,70,NC
1195,0.0041528,0.0233671,356,NC
1196,0.0042671,0.0284736,942,
1197,0.0027346,0.0291306,1900,
1198,0.0020722,0.0374278,1918,
1199,0.0108987,0.0586906,647,
1200,0.0107009,0.0469380,619,NC
1201,0.0050481,0.0158825,968,water
1202,0.0067670,0.0256166,1717,NC
1203,0.0035548,0.0364445,256,
1204,0.0023410,0.0440844,1127,
1205,0.0192310,0.0654875,153,
1206,0.0137064,0.0398999,1911,
1207,0.0065272,0.0164014,919,NC
1208,0.0094278,0.0302985,1134,NC
1209,0.0054721,0.0516879,743,
1210,0.0028815,0.0364051,1641,
1211,0.0168882,0.0574465,1724,
1212,0.0104343,0.0324338,1091,
1213,0.0068603,0.0265183,170,NC
1214,0.0088510,0.0470738,1621,NC
1215,0.0058538,0.0603388,316,
1216,0.0045909,0.0494572,1565,
1217,0.0072174,0.0586697,1288,
1218,0.0047036,0.0339055,270,
1219,0.0044479,0.0509873,607,
1220,0.0064814,0.0720473,615,
1221,0.0059381,0.0721145,1744,
1222,0.0102847,0.0645494,1267,
1223,0.0057127,0.0330680,1943,
1224,0.0038329,0.0271023,687,
1225,0.0026494,0.0464885,1435,
1226,0.0060207,0.0677218,1280,
1227,0.0103938,0.0510962,135,
1228,0.0167096,0.0596594,121,
1229,0.0046261,0.0433134,71,
1230,0.0058326,0.0284443,741,
1231,0.0099844,0.0419350,231,
1232,0.0412256,0.1727725,1150,
1233,0.0143737,0.0478128,947,
1234,0.0111069,0.0521902,202,
1235,0.0078848,0.0559382,1088,
1236,0.0115827,0.1564980,1433,
1237,0.0069198,0.1412875,1549,
1238,0.0068036,0.1175642,902,
1239,0.0071208,0.0913076,1485,
1240,0.0063713,0.0838915,851,
1241,0.0044908,0.0658715,1925,
1242,0.0052283,0.0404569,674,
1243,0.0110181,0.0444663,1642,
1244,0.0049765,0.0266398,1802,
1245,0.0033006,0.0206581,103,
1246,0.0085216,0.0137458,436,
1247,0.0024759,0.0194751,893,
1248,0.0120839,0.0210071,1625,
1249,0.0040025,0.0438779,775,
1250,0.0135308,0.0765417,1922,
1251,0.0038777,0.0894613,992,
1252,0.0071686,0.0529147,1175,
1253,0.0123496,0.0545223,1006,
1254,0.0236078,0.0884365,1594,
1255,0.0242471,0.0987891,183,
1256,0.0177171,0.0793995,1108,
1257,0.0054480,0.0285785,17,
1258,0.0089243,0.0378650,1204,
1259,0.0160122,0.0438425,837,
1260,0.0192682,0.0602060,110,
1261,0.0225883,0.0789245,1188,
1262,0.0060892,0.0254880,1411,
1263,0.0085902,0.0446204,1773,
1264,0.0124036,0.0564135,33,
1265,0.0152440,0.1022517,626,
1266,0.0250600,0.1569983,767,
1267,0.0053990,0.0264604,1542,
1268,0.0087082,0.0511855,1649,
1269,0.0122762,0.0944705,1084,
1270,0.0147222,0.2129889,1086,
1271,0.0188317,0.2991550,1422,
1272,0.0061195,0.0530419,889,
1273,0.0075142,0.0494223,105,
1274,0.0097660,0.0897703,861,
1275,0.0169303,0.2351505,211,
1276,0.0229887,0.2317767,1318,NC
1277,0.0032709,0.0837760,40,NC
1278,0.0037649,0.0687648,1531,mixed
1279,0.0071514,0.0874560,346,mixed
1280,0.0175046,0.1821026,174,mixed
1281,0.0240535,0.2121319,1023,mixed
1282,0.0070589,0.0449440,1905,
1283,0.0031706,0.0340813,1375,
1284,0.0039023,0.0306176,903,
1285,0.0088715,0.0374264,406,
1286,0.0165154,0.0279466,952,
1287,0.0158914,0.0434620,622,
1288,0.0175473,0.0620126,1396,
1289,0.0064786,0.0450377,238,
1290,0.0049616,0.0395589,1096,
1291,0.0112445,0.0462464,1151,
1292,0.0144927,0.0437249,1321,
1293,0.0109447,0.0373735,1310,
1294,0.0211319,0.1069365,1075,
1295,0.0081837,0.0485980,1441,
1296,0.0044819,0.0348692,653,
1297,0.0075293,0.0511440,152,
1298,0.0067710,0.0611438,1286,
1299,0.0090148,0.0444033,1012,
1300,0.0182374,0.1463611,583,
1301,0.0087628,0.0702976,255,
1302,0.0057087,0.0620341,790,
1303,0.0057494,0.0544348,1937,
1304,0.0044115,0.0743338,945,
1305,0.0084588,0.0481115,1117,
1306,0.0272783,0.1225683,469,NC
1307,0.0124427,0.1155090,1142,
1308,0.0062683,0.1369981,1678,
1309,0.0033681,0.0708648,869,
1310,0.0040422,0.0644402,768,
1311,0.0049897,0.0484961,1241,
1312,0.0223266,0.1594346,823,mixed
1313,0.0111319,0.1287232,551,mixed
1314,0.0042385,0.1067626,576,mixed
1315,0.0028006,0.0611118,337,mixed
1316,0.0030704,0.0473049,136,mixed
1317,0.0053661,0.0658316,742,
1318,0.0107177,0.0647297,746,
1319,0.0138091,0.0651717,1858,
1320,0.0157709,0.0551767,1520,
1321,0.0174771,0.0445761,1217,
1322,0.0139009,0.0369735,362,
1323,0.0123747,0.0560704,540,
1324,0.0299077,0.1595298,1046,
1325,0.0110176,0.1218823,12,
1326,0.0184188,0.1151876,640,
1327,0.0215985,0.1039739,1178,
1328,0.0320207,0.1152037,1293,
1329,0.0312272,0.1084287,1901,
1330,0.0056535,0.1113308,862,mixed
1331,0.0067411,0.1128269,295,mixed
1332,0.0066338,0.1033376,1244,mixed
1333,0.0085452,0.1854881,616,mixed
1334,0.0113071,0.2233558,1558,mixed
1335,0.0102502,0.1221243,1692,mixed
1336,0.0136627,0.1446884,538,mixed
1337,0.0110095,0.0980014,600,mixed
1338,0.0041548,0.1199146,1779,mixed
1339,0.0039260,0.1155077,204,mixed
1340,0.0121364,0.1004140,300,mixed
1341,0.0188340,0.1153186,523,mixed
1342,0.0187653,0.0699316,568,mixed
1343,0.0070809,0.0639625,339,mixed
1344,0.0033206,0.0776516,529,mixed
1345,0.0170820,0.0665260,713,mixed
1346,0.0213125,0.0487404,369,mixed
1347,0.0211070,0.0428106,1029,mixed
1348,0.0070083,0.0559755,32,mixed
1349,0.0044671,0.0857954,932,mixed
1350,0.0149414,0.0596216,1013,NC
1351,0.0162516,0.0311773,1250,mixed
1352,0.0175655,0.0383333,506,mixed
1353,0.0102950,0.0501865,43,mixed
1354,0.0073899,0.0569452,1721,mixed
1355,0.0111404,0.1414035,1731,mixed
1356,0.0070158,0.0831779,610,mixed
1357,0.0038615,0.0577265,1449,mixed
1358,0.0034909,0.0525479,1566,mixed
1359,0.0032840,0.0694494,1793,mixed
1360,0.0051968,0.0887112,143,
1361,0.0069928,0.0681514,936,mixed
1362,0.0068802,0.0472811,53,mixed
1363,0.0040029,0.0474397,1801,mixed
1364,0.0042104,0.0423642,817,mixed
1365,0.0045891,0.0756751,1617,mixed
1366,0.0042974,0.0820621,1230,
1367,0.0049517,0.0432359,1100,mixed
1368,0.0065339,0.0279435,882,mixed
1369,0.0038781,0.0241329,450,mixed
1370,0.0061849,0.0276703,264,mixed
1371,0.0060731,0.0510370,681,mixed
1372,0.0037308,0.0577626,588,NC
1373,0.0040317,0.0490514,1294,mixed
1374,0.0065317,0.0183941,843,mixed
1375,0.0071068,0.0229289,1327,mixed
1376,0.0064319,0.0324080,1608,mixed
1377,0.0057252,0.0245381,251,mixed
1378,0.0034958,0.0508419,222,NC
1379,0.0076488,0.0348384,1011,mixed
1380,0.0084587,0.0296106,1776,mixed
1381,0.0088853,0.0424426,407,mixed
1382,0.0067638,0.0369667,996,mixed
1383,0.0054234,0.0323811,508,mixed
1384,0.0043770,0.0714972,1319,NC
1385,0.0093227,0.1161565,311,
1386,0.0089570,0.1264446,1137,
1387,0.0090305,0.1064022,491,
1388,0.0058152,0.1479405,137,
1389,0.0126934,0.2007098,244,
1390,0.0588532,0.2020721,1459,
1391,0.1175596,0.3720303,1765,
1392,0.1399147,0.4004101,1677,
1393,0.1431413,0.3083714,1454,
1394,0.1335732,0.3015993,1928,
1395,0.0922244,0.3335209,1849,
1396,0.0155505,0.1014642,1334,NC
1397,0.0074360,0.0593446,1651,mixed
1398,0.0113769,0.0935737,1450,mixed
1399,0.0137803,0.1105992,1908,mixed
1400,0.0136189,0.0695072,1397,mixed
1401,0.0225634,0.1378041,780,NC
1402,0.0098029,0.0761590,1822,mixed
1403,0.0065750,0.1031648,712,mixed
1404,0.0125783,0.1652513,1772,mixed
1405,0.0176115,0.1083391,237,mixed
1406,0.0333163,0.1370711,364,NC
1407,0.0219413,0.0525112,1646,mixed
1408,0.0091691,0.0444186,150,mixed
1409,0.0147223,0.1482994,1644,mixed
1410,0.0235888,0.1077210,1113,mixed
1411,0.0587656,0.1583340,1206,NC
1412,0.0293098,0.0586175,1383,mixed
1413,0.0165921,0.0486371,1652,mixed
1414,0.0220878,0.1046736,1563,mixed
1415,0.0234728,0.0882753,1662,mixed
1416,0.0679448,0.2048666,1837,NC
1417,0.0291164,0.0971202,928,mixed
1418,0.0248695,0.0634817,398,mixed
1419,0.0246995,0.0837076,1736,mixed
1420,0.0173990,0.0861563,943,mixed
1421,0.0468900,0.2117497,350,NC
1422,0.0206199,0.0965659,1857,mixed
1423,0.0232798,0.0496905,1344,mixed
1424,0.0208114,0.0663805,1416,mixed
1425,0.0101021,0.0823347,525,mixed
1426,0.0113025,0.0400802,623,mixed
1427,0.0064808,0.0522124,1926,mixed
1428,0.0051194,0.0732624,203,mixed
1429,0.0052402,0.0709839,29,mixed
1430,0.0049756,0.0614530,1030,mixed
1431,0.0042023,0.0748858,1782,
1432,0.0134983,0.0514897,592,mixed
1433,0.0038649,0.0650341,859,mixed
1434,0.0065505,0.1040686,310,mixed
1435,0.0087893,0.0950849,984,mixed
1436,0.0064515,0.0697737,1058,mixed
1437,0.0053219,0.0600661,1281,
1438,0.0152025,0.0302856,1720,mixed
1439,0.0015021,0.0490445,1135,mixed
1440,0.0115123,0.1156382,1273,mixed
1441,0.0154850,0.1037766,1514,mixed
1442,0.0084907,0.0539807,822,mixed
1443,0.0080649,0.0346151,785,
1444,0.0136509,0.0337345,1351,mixed
1445,0.0067049,0.0451022,332,mixed
1446,0.0136534,0.1015794,1710,mixed
1447,0.0171615,0.1044753,13,mixed
1448,0.0096708,0.0621092,399,mixed
1449,0.0118286,0.0466631,760,
1450,0.0109224,0.0690722,1039,mixed
1451,0.0143105,0.0784860,345,mixed
1452,0.0200567,0.1043117,1300,mixed
1453,0.0165297,0.1127611,44,mixed
1454,0.0098423,0.0906210,1664,mixed
1455,0.0115327,0.0642315,659,
1456,0.0059838,0.0883742,404,mixed
1457,0.0144628,0.0803723,1913,mixed
1458,0.0223969,0.0798091,1618,mixed
1459,0.0127884,0.0950149,1536,mixed
1460,0.0095335,0.0845569,1519,mixed
1461,0.0099720,0.0604533,513,
1462,0.0189234,0.1815929,1468,
1463,0.0254382,0.1904286,1938,
1464,0.0161920,0.2745534,28,
1465,0.0103191,0.2769107,445,
1466,0.0174707,0.1281247,1836,
1467,0.0301641,0.0915299,83,
1468,0.0880046,0.2866028,991,
1469,0.1232579,0.2111103,1763,
1470,0.1297518,0.2838833,1499,
1471,0.1030683,0.4018597,58,
1472,0.0723148,0.3495703,312,
1473,0.0831362,0.3622665,1684,
1474,0.0636609,0.2280816,1328,
1475,0.0413464,0.1801283,190,
1476,0.0191455,0.0762591,1921,mixed
1477,0.0143973,0.0433552,1898,mixed
1478,0.0107195,0.0545726,1682,mixed
1479,0.0057698,0.0633251,1658,mixed
1480,0.0475837,0.1370776,125,
1481,0.0172028,0.0589630,642,mixed
1482,0.0109064,0.0455638,14,mixed
1483,0.0048709,0.0498580,1902,mixed
1484,0.0039834,0.0475223,384,mixed
1485,0.0449126,0.0972891,277,NC
1486,0.0111575,0.0618243,975,mixed
1487,0.0110417,0.0753812,1935,mixed
1488,0.0065338,0.0699733,1676,mixed
1489,0.0027349,0.0487400,1936,mixed
1490,0.0412244,0.0865979,670,NC
1491,0.0121427,0.0636605,1808,mixed
1492,0.0088325,0.0849902,1032,mixed
1493,0.0067240,0.0782606,428,mixed
1494,0.0034440,0.0501732,922,mixed
